Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Autopilot__c,Battery__c,Billing_Status__c,Cancelled__c,Delivery_Date__c,Hydraulic_System__c,Interior__c,Loan_Application__c,Manufacturing_Status__c,Model__c,Owner__c,Paint__c,Payment_Type__c,Prediction_Sample__c,Price__c,Rear_Seats__c,SAP_ID__c,Self_Driving__c,Spoiler__c,Status__c,Sunroof__c,Web_ID__c,Wheels__c,Year__c
a041D0000058WmFQAU,0051D000006P1N1QAK,,V-000913,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,,,,0011D00000pVEdKQAW,1,75 kWh,Not Invoiced,,,1,Black Premium,,,Flare,0031D00000ZCFpbQAH,4150,Cash,1,56375,,,1,1,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmGQAU,0051D000006P1N1QAK,,V-000914,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,,,,0011D00000pVEdLQAW,,100 kWh,Not Invoiced,,,,Cream Premium,,,Flint,0031D00000ZCFpcQAH,55,Loan,1,44500,,,1,,Purchase,1,,"19"" Onyx Black Spinners",2021
a041D0000058WmHQAU,0051D000006P1N1QAK,,V-000915,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,,,,0011D00000pVEdMQAW,,75 kWh,Not Invoiced,,,,Black Textile,,,Flint,0031D00000ZCFpdQAH,0,Cash,1,40275,,,1,1,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmIQAU,0051D000006P1N1QAK,,V-000916,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdNQAW,,100 kWh,Not Invoiced,1,,,Black Textile,,,Flint,0031D00000ZCFpeQAH,130,Cash,1,44500,,,1,,Purchase,1,,"19"" Onyx Black Spinners",2021
a041D0000058WmJQAU,0051D000006P1N1QAK,,V-000917,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdOQAW,,100P kWh,Not Invoiced,,,1,Cream Premium,,,Flare,0031D00000ZCFpfQAH,230,Loan,1,55175,1,,,1,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmKQAU,0051D000006P1N1QAK,,V-000918,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdPQAW,1,100 kWh,Not Invoiced,,,,Black Premium,,,Flint,0031D00000ZCFpgQAH,130,Loan,1,50075,1,,1,1,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WmLQAU,0051D000006P1N1QAK,,V-000919,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdQQAW,,75 kWh,Not Invoiced,1,,1,Black Premium,,,Flash,0031D00000ZCFphQAH,0,Cash,1,61375,,,1,1,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WmMQAU,0051D000006P1N1QAK,,V-000920,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdRQAW,,100P kWh,Not Invoiced,,,1,Cream Premium,,,Flint,0031D00000ZCFpiQAH,1000,Loan,1,46100,,,1,,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WmNQAU,0051D000006P1N1QAK,,V-000921,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdSQAW,1,100P kWh,Not Invoiced,1,,1,Black Premium,,,Flare,0031D00000ZCFpjQAH,130,Loan,1,58875,,,,1,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmOQAU,0051D000006P1N1QAK,,V-000922,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdTQAW,,75 kWh,Not Invoiced,,,1,Light Premium,,,Flint,0031D00000ZCFpkQAH,0,Cash,1,41175,1,,1,1,Purchase,,,"19"" Onyx Black Spinners",2021
a041D0000058WmPQAU,0051D000006P1N1QAK,,V-000923,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdUQAW,1,75 kWh,Not Invoiced,1,,,Cream Premium,,,Flare,0031D00000ZCFplQAH,55,Loan,1,56575,1,,1,1,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WmQQAU,0051D000006P1N1QAK,,V-000924,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdVQAW,,100P kWh,Not Invoiced,,,1,Cream Premium,,,Flint,0031D00000ZCFpmQAH,1000,Cash,1,48175,1,,1,1,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmRQAU,0051D000006P1N1QAK,,V-000925,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdWQAW,,100 kWh,Not Invoiced,,,1,Light Premium,,,Flare,0031D00000ZCFpnQAH,230,Loan,1,51875,,,,1,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmSQAU,0051D000006P1N1QAK,,V-000926,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdXQAW,1,100 kWh,Not Invoiced,,,,Cream Premium,,,Flare,0031D00000ZCFpoQAH,130,Loan,1,58575,1,,,1,Purchase,1,,"19"" Onyx Black Spinners",2021
a041D0000058WmTQAU,0051D000006P1N1QAK,,V-000927,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdYQAW,,100 kWh,Not Invoiced,,,,Black Premium,,,Flare,0031D00000ZCFppQAH,230,Cash,1,55275,,,1,1,Purchase,1,,"19"" Onyx Black Spinners",2021
a041D0000058WmUQAU,0051D000006P1N1QAK,,V-000928,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdZQAW,1,100 kWh,Not Invoiced,,,1,Light Premium,,,Flint,0031D00000ZCFpqQAH,1000,Cash,1,49875,,,1,1,Purchase,,,"19"" Onyx Black Spinners",2021
a041D0000058WmVQAU,0051D000006P1N1QAK,,V-000929,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdaQAG,,100 kWh,Not Invoiced,,,,Black Premium,,,Flint,0031D00000ZCFprQAH,55,Cash,1,45075,1,,1,1,Purchase,,,"19"" Onyx Black Spinners",2021
a041D0000058WmWQAU,0051D000006P1N1QAK,,V-000930,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdbQAG,1,75 kWh,Not Invoiced,1,,,Light Premium,,,Flint,0031D00000ZCFpsQAH,1000,Cash,1,45275,,,1,1,Purchase,1,,"19"" Onyx Black Spinners",2021
a041D0000058WmXQAU,0051D000006P1N1QAK,,V-000931,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdcQAG,,100P kWh,Not Invoiced,,,1,Light Premium,,,Flare,0031D00000ZCFptQAH,4150,Loan,1,56100,,,1,,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WmYQAU,0051D000006P1N1QAK,,V-000932,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEddQAG,,100P kWh,Not Invoiced,1,,,White Premium,,,Flash,0031D00000ZCFpuQAH,1000,Loan,1,64800,1,,,,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WmZQAU,0051D000006P1N1QAK,,V-000933,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdeQAG,,75 kWh,Not Invoiced,,,,White Premium,,,Flint,0031D00000ZCFpvQAH,1000,Loan,1,35000,,,,,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WmaQAE,0051D000006P1N1QAK,,V-000934,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdfQAG,,75 kWh,Not Invoiced,,,,Black Premium,,,Flare,0031D00000ZCFpwQAH,130,Loan,1,49500,,,1,,Purchase,1,,"19"" Onyx Black Spinners",2021
a041D0000058WmbQAE,0051D000006P1N1QAK,,V-000935,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdgQAG,,100P kWh,Not Invoiced,,,1,Black Premium,,,Flare,0031D00000ZCFpxQAH,230,Loan,1,57600,,,1,,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WmcQAE,0051D000006P1N1QAK,,V-000936,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdhQAG,1,100 kWh,Not Invoiced,,,,Cream Premium,,,Flint,0031D00000ZCFpyQAH,230,Loan,1,50275,,,1,1,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmdQAE,0051D000006P1N1QAK,,V-000937,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdiQAG,,100P kWh,Not Invoiced,1,,1,Cream Premium,,,Flash,0031D00000ZCFpzQAH,4150,Cash,1,67600,,,1,,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmeQAE,0051D000006P1N1QAK,,V-000938,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdjQAG,,100P kWh,Not Invoiced,,,,Light Premium,,,Flash,0031D00000ZCFq0QAH,130,Loan,1,63300,1,,,,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WmfQAE,0051D000006P1N1QAK,,V-000939,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdkQAG,1,100P kWh,Not Invoiced,1,,,Light Premium,,,Flare,0031D00000ZCFq1QAH,1000,Cash,1,58500,,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmgQAE,0051D000006P1N1QAK,,V-000940,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdlQAG,,75 kWh,Not Invoiced,1,,1,Black Premium,,,Flash,0031D00000ZCFq2QAH,1000,Cash,1,58375,,,,1,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WmhQAE,0051D000006P1N1QAK,,V-000941,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdmQAG,,100 kWh,Not Invoiced,,,1,White Premium,,,Flint,0031D00000ZCFq3QAH,230,Cash,1,41100,,,,,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmiQAE,0051D000006P1N1QAK,,V-000942,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdnQAG,1,100P kWh,Not Invoiced,1,,1,Black Premium,,,Flash,0031D00000ZCFq4QAH,230,Loan,1,70900,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmjQAE,0051D000006P1N1QAK,,V-000943,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdoQAG,,100 kWh,Not Invoiced,,,,Light Premium,,,Flare,0031D00000ZCFq5QAH,130,Loan,1,55275,,,1,1,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmkQAE,0051D000006P1N1QAK,,V-000944,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdpQAG,1,75 kWh,Not Invoiced,1,,1,Light Premium,,,Flash,0031D00000ZCFq6QAH,4150,Cash,1,63375,,,,1,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WmlQAE,0051D000006P1N1QAK,,V-000945,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdqQAG,1,100 kWh,Not Invoiced,,,,Black Textile,,,Flare,0031D00000ZCFq7QAH,55,Loan,1,59300,1,,1,,Purchase,,,"19"" Onyx Black Spinners",2021
a041D0000058WmmQAE,0051D000006P1N1QAK,,V-000946,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdrQAG,,100 kWh,Not Invoiced,1,,1,Light Premium,,,Flare,0031D00000ZCFq8QAH,55,Cash,1,52400,1,,,,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmnQAE,0051D000006P1N1QAK,,V-000947,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdsQAG,1,75 kWh,Not Invoiced,1,,,Light Premium,,,Flare,0031D00000ZCFq9QAH,130,Loan,1,53775,,,1,1,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmoQAE,0051D000006P1N1QAK,,V-000948,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdtQAG,,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flint,0031D00000ZCFqAQAX,1000,Loan,1,46175,1,,1,1,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WmpQAE,0051D000006P1N1QAK,,V-000949,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEduQAG,,100 kWh,Not Invoiced,,,,Cream Premium,,,Flash,0031D00000ZCFqBQAX,130,Cash,1,62800,1,,,,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WmqQAE,0051D000006P1N1QAK,,V-000950,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdvQAG,,75 kWh,Not Invoiced,1,,1,Black Premium,,,Flare,0031D00000ZCFqCQAX,4150,Cash,1,47600,,,,,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WmrQAE,0051D000006P1N1QAK,,V-000951,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdwQAG,,100 kWh,Not Invoiced,,,1,Light Premium,,,Flare,0031D00000ZCFqDQAX,130,Cash,1,54875,,,1,1,Purchase,,,"19"" Onyx Black Spinners",2021
a041D0000058WmsQAE,0051D000006P1N1QAK,,V-000952,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdxQAG,,100P kWh,Not Invoiced,,,,White Premium,,,Flash,0031D00000ZCFqEQAX,55,Loan,1,65775,,,1,1,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WmtQAE,0051D000006P1N1QAK,,V-000953,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdyQAG,,75 kWh,Not Invoiced,,,,Black Premium,,,Flare,0031D00000ZCFqFQAX,4150,Loan,1,49500,,,1,,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmuQAE,0051D000006P1N1QAK,,V-000954,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEdzQAG,,75 kWh,Not Invoiced,1,,,White Premium,,,Flint,0031D00000ZCFqGQAX,230,Loan,1,35775,,,,1,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WmvQAE,0051D000006P1N1QAK,,V-000955,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe0QAG,,75 kWh,Not Invoiced,,,,Light Premium,,,Flare,0031D00000ZCFqHQAX,55,Loan,1,46300,1,,,,Purchase,,,"19"" Onyx Black Spinners",2021
a041D0000058WmwQAE,0051D000006P1N1QAK,,V-000956,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe1QAG,1,100P kWh,Not Invoiced,,,,Light Premium,,,Flare,0031D00000ZCFqIQAX,4150,Cash,1,59800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmxQAE,0051D000006P1N1QAK,,V-000957,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe2QAG,,75 kWh,Not Invoiced,,,,White Premium,,,Flare,0031D00000ZCFqJQAX,230,Cash,1,47800,1,,,,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WmyQAE,0051D000006P1N1QAK,,V-000958,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe3QAG,,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flint,0031D00000ZCFqKQAX,1000,Loan,1,46375,,,1,1,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WmzQAE,0051D000006P1N1QAK,,V-000959,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe4QAG,,100 kWh,Not Invoiced,,,,Cream Premium,,,Flint,0031D00000ZCFqLQAX,130,Cash,1,40775,,,,1,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058Wn0QAE,0051D000006P1N1QAK,,V-000960,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe5QAG,,75 kWh,Not Invoiced,,,,Cream Premium,,,Flare,0031D00000ZCFqMQAX,1000,Loan,1,48000,,,1,,Purchase,,,"19"" Silver Wheels",2021
a041D0000058Wn1QAE,0051D000006P1N1QAK,,V-000961,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe6QAG,1,100 kWh,Not Invoiced,,,1,Black Premium,,,Flare,0031D00000ZCFqNQAX,55,Cash,1,56875,,,,1,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058Wn2QAE,0051D000006P1N1QAK,,V-000962,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe7QAG,1,100 kWh,Not Invoiced,1,,,Black Textile,,,Flare,0031D00000ZCFqOQAX,130,Cash,1,55000,,,,,Purchase,,,"19"" Onyx Black Spinners",2021
a041D0000058Wn3QAE,0051D000006P1N1QAK,,V-000963,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe8QAG,1,100 kWh,Not Invoiced,,,1,Light Premium,,,Flash,0031D00000ZCFqPQAX,130,Loan,1,71175,1,,1,1,Purchase,,,"19"" Onyx Black Spinners",2021
a041D0000058Wn4QAE,0051D000006P1N1QAK,,V-000964,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEe9QAG,1,100 kWh,Not Invoiced,,,1,Cream Premium,,,Flash,0031D00000ZCFqQQAX,1000,Cash,1,71175,1,,1,1,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058Wn5QAE,0051D000006P1N1QAK,,V-000965,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeAQAW,,75 kWh,Not Invoiced,1,,,White Premium,,,Flash,0031D00000ZCFqRQAX,1000,Cash,1,56500,,,,,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058Wn6QAE,0051D000006P1N1QAK,,V-000966,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeBQAW,,100 kWh,Not Invoiced,1,,1,Black Textile,,,Flash,0031D00000ZCFqSQAX,230,Loan,1,61100,,,,,Purchase,,,"19"" Silver Wheels",2021
a041D0000058Wn7QAE,0051D000006P1N1QAK,,V-000967,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeCQAW,,100 kWh,Not Invoiced,,,1,Light Premium,,,Flash,0031D00000ZCFqTQAX,4150,Cash,1,61875,,,,1,Purchase,,,"19"" Onyx Black Spinners",2021
a041D0000058Wn8QAE,0051D000006P1N1QAK,,V-000968,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeDQAW,,100 kWh,Not Invoiced,,,,Cream Premium,,,Flash,0031D00000ZCFqUQAX,1000,Cash,1,62800,1,,,,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058Wn9QAE,0051D000006P1N1QAK,,V-000969,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeEQAW,1,75 kWh,Not Invoiced,,,,Black Premium,,,Flint,0031D00000ZCFqVQAX,1000,Loan,1,40775,,,,1,Purchase,,,"19"" Sonic Carbon Wheels",2021
a041D0000058WnAQAU,0051D000006P1N1QAK,,V-000970,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeFQAW,1,75 kWh,Not Invoiced,,,,Black Premium,,,Flare,0031D00000ZCFqWQAX,4150,Cash,1,52275,,,,1,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WnBQAU,0051D000006P1N1QAK,,V-000971,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeGQAW,,100 kWh,Not Invoiced,1,,1,Light Premium,,,Flint,0031D00000ZCFqXQAX,4150,Cash,1,44100,,,1,,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WnCQAU,0051D000006P1N1QAK,,V-000972,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeHQAW,1,100 kWh,Not Invoiced,,,1,Black Textile,,,Flare,0031D00000ZCFqYQAX,130,Loan,1,59100,,,1,,Purchase,,,"19"" Silver Wheels",2021
a041D0000058WnDQAU,0051D000006P1N1QAK,,V-000973,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeIQAW,,100 kWh,Not Invoiced,,,,Light Premium,,,Flare,0031D00000ZCFqZQAX,4150,Loan,1,53575,1,,,1,Purchase,1,,"19"" Silver Wheels",2021
a041D0000058WnEQAU,0051D000006P1N1QAK,,V-000974,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeJQAW,,100 kWh,Not Invoiced,,,1,Light Premium,,,Flash,0031D00000ZCFqaQAH,0,Loan,1,64675,1,,,1,Purchase,1,,"19"" Sonic Carbon Wheels",2021
a041D0000058WnFQAU,0051D000006P1N1QAK,,V-000975,2021-03-17T16:56:19.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:35.000+0000,0051D000006P1N1QAK,2021-03-17T16:56:36.000+0000,,,,0011D00000pVEeKQAW,,75 kWh,Not Invoiced,1,,1,Black Textile,,,Flash,0031D00000ZCFqbQAH,130,Loan,1,58375,,,,1,Purchase,1,,"19"" Silver Wheels",2021
